ROM Name;Description;Category;Year;Manufacturer;CHD name;Set;P/C;1g1r;exclusion notes
tst_invd;Space Invaders Test ROM;Shooter / Gallery;;Test ROM;;invaders;C;0;Clone
sinvasnb;Space Invasion (bootleg);Shooter / Walking;1985;bootleg;;commando;C;0;Clone
sinvasn;Space Invasion (Europe);Shooter / Walking;1985;Capcom;;commando;C;0;Clone
spceking;Space King;Shooter / Gallery;1978;Leijac (Konami);;invaders;C;0;Clone
spcking2;Space King 2;Shooter / Gallery;1979;Konami;;spcking2;P;1;
spclaser;Space Laser;Shooter / Gallery;1980;GamePlan (Taito);;spclaser;P;1;
spclords;Space Lords;Uncategorized;1992;Atari Games;;spclords;P;1;
spclorda;Space Lords (alternate);Uncategorized;1992;Atari Games;;spclords;C;0;Clone
spaceod;Space Odyssey;Shooter / Flying;1981;Sega;;spaceod;P;1;
panicger;Space Panic (German);Platform / Run Jump;1980;Universal (ADP Automaten license);;panic;C;0;Clone
panich;Space Panic (harder);Platform / Run Jump;1980;Universal;;panic;C;0;Clone
panic2;Space Panic (set 2);Platform / Run Jump;1980;Universal;;panic;C;0;Clone
panic3;Space Panic (set 3);Platform / Run Jump;1980;Universal;;panic;C;0;Clone
panic;Space Panic (version E);Platform / Run Jump;1980;Universal;;panic;P;1;
spaceph;Space Phantoms;Shooter / Gallery;1979;Zilec Games;;ozmawars;C;0;Clone
spaceplt;Space Pilot;Shooter / Field;1982;bootleg;;timeplt;C;0;Clone
spcpostn;Space Position (Japan);Uncategorized;1986;Sega / Nasco;;spcpostn;P;1;
spaceskr;Space Seeker;Shooter / Flying 1st Person;1981;Taito Corporation;;spaceskr;P;1;
sstrangr;Space Stranger;Shooter / Gallery;1978;Yachiyo Electronics, Ltd.;;sstrangr;P;1;
sstrngr2;Space Stranger 2;Shooter / Gallery;1979;Yachiyo Electronics, Ltd.;;sstrngr2;P;1;
stactics;Space Tactics;Shooter / Gallery;1981;Sega;;stactics;P;1;
sptrekct;Space Trek (cocktail);Shooter / Gallery;1980;Sega;;spacetrk;C;0;Clone
spacetrk;Space Trek (upright);Shooter / Gallery;1980;Sega;;spacetrk;P;1;
spcewarl;Space War (Leijac);Shooter / Gallery;1979;Leijac (Konami);;spclaser;C;0;Clone
spcewars;Space War (Sanritsu);Shooter / Gallery;1978;Sanritsu;;invaders;C;0;Clone
spacewr3;Space War Part 3;Shooter / Gallery;1978;bootleg;;invaders;C;0;Clone
spacewar;Space Wars;Shooter / Field;1978;Cinematronics;;spacewar;P;1;
spacezap;Space Zap;Shooter / Gallery;1980;Midway;;spacezap;P;1;
sparkman;Spark Man (v 2.0);Uncategorized;1989;SunA;;sparkman;P;1;
sparkz;Sparkz (prototype);Puzzle / Drop;1992;Atari Games;;sparkz;P;0;Prototype
spartanx;Spartan X (Japan);Fighter / 2D;1984;Irem;;kungfum;C;0;Clone
spatter;Spatter;Maze / Driving;1984;Sega;;spatter;P;1;
speakres;Speak and Rescue;Shooter / Gallery;1980;Sun Electronics;;speakres;P;1;
sciu;Special Criminal Investigation (US);Shooter / Driving (chase view);1989;Taito America Corporation;;sci;C;0;Clone
sci;Special Criminal Investigation (World set 1);Shooter / Driving (chase view);1989;Taito Corporation Japan;;sci;P;1;
scia;Special Criminal Investigation (World set 2);Shooter / Driving (chase view);1989;Taito Corporation Japan;;sci;C;0;Clone
spclforc;Special Forces;Shooter / Walking;1985;Senko Industries (Magic Eletronics Inc. licence);;spclforc;P;1;
spcfrcii;Special Forces II;Shooter / Walking;1985;Senko Industries (Magic Eletronics Inc. licence);;spcfrcii;P;1;
spectar1;Spectar (revision 1[Q]);Maze / Shooter Small;1980;Exidy;;spectar;C;0;Clone
spectar;Spectar (revision 3);Maze / Shooter Small;1980;Exidy;;spectar;P;1;
speedatk;Speed Attack!;Tabletop / Casino;1984;Seta Kikaku Corp.;;speedatk;P;0;Tabletop / Casino
speedbal;Speed Ball;Pinball;1987;Tecfri;;speedbal;P;1;
spdball;Speed Ball (prototype);Sports;1985;Williams;;spdball;P;0;Prototype
spdbuggy;Speed Buggy;Uncategorized;1986;Tatsumi;;spdbuggy;P;1;
spdcoin;Speed Coin (prototype);Puzzle;1984;Stern;;spdcoin;P;0;Prototype
speedfrk;Speed Freak;Driving / 1st Person;1979;Vectorbeam;;speedfrk;P;1;
speedspn;Speed Spin;Sports / Tennis;1994;TCH;;speedspn;P;1;
spelunkr;Spelunker;Platform / Run Jump Scrolling;1985;Irem (licensed from Broderbund);;spelunkr;P;1;
spelnkrj;Spelunker (Japan);Platform / Run Jump Scrolling;1985;Irem (licensed from Broderbund);;spelunkr;C;0;Clone
spelunk2;Spelunker II;Platform / Run Jump Scrolling;1986;Irem (licensed from Broderbund);;spelunk2;P;1;
spidey;Spider-Man: The Videogame (US);Platform / Fighter Scrolling;1991;Sega;;spidey;P;1;
spideyj;Spider-Man: The Videogame (World);Platform / Fighter Scrolling;1991;Sega;;spidey;C;0;Clone
spiders;Spiders (set 1);Shooter / Gallery;1981;Sigma Enterprises Inc.;;spiders;P;1;
spiders2;Spiders (set 2);Shooter / Gallery;1981;Sigma Enterprises Inc.;;spiders;C;0;Clone
spiker;Spiker;Sports / Volleyball;1986;Bally/Sente;;spiker;P;1;
spinmast;Spin Master / Miracle Adventure;Platform / Fighter Scrolling;1993;Data East Corporation;;spinmast;P;1;
spinlbrj;Spinal Breakers (Japan);Shooter / 3rd Person;1990;V-System Co.;;spinlbrk;C;0;Clone
spinlbru;Spinal Breakers (US);Shooter / 3rd Person;1990;V-System Co.;;spinlbrk;C;0;Clone
spinlbrk;Spinal Breakers (World);Shooter / 3rd Person;1990;V-System Co.;;spinlbrk;P;1;
splash;Splash! (Ver. 1.2 World);Misc. * Mature *;1992;Gaelco;;splash;P;0;Mature
splat;Splat!;Shooter / Field;1982;Williams;;splat;P;1;
splatter;Splatter House (Japan);Fighter / 2D;1988;Namco;;splatter;P;1;
splndrbt;Splendor Blast;Driving / Race;1985;Alpha Denshi Co.;;splndrbt;P;1;
sfish2;Sport Fishing 2;Uncategorized;1995;Sega;;sfish2;P;0;Large ROM file
sfish2j;Sport Fishing 2 (Japan);Uncategorized;1995;Sega;;sfish2;C;0;Clone
sprtmtch;Sports Match;Puzzle / Match;1989;Dynax (Fabtek license);;drgpunch;C;0;Clone
springer;Springer;Platform / Run Jump;1982;Orca;;springer;P;1;
sprint1;Sprint 1;Driving / Race Track;1978;Atari;;sprint1;P;1;
sprint2;Sprint 2 (set 1);Driving / Race Track;1976;Atari;;sprint1;C;0;Clone
sprint2a;Sprint 2 (set 2);Driving / Race Track;1976;Atari;;sprint1;C;0;Clone
sprint4;Sprint 4 (set 1);Driving / Race Track;1977;Atari;;sprint4;P;1;
sprint4a;Sprint 4 (set 2);Driving / Race Track;1977;Atari;;sprint4;C;0;Clone
sprint8;Sprint 8;Driving / Race Track;1977;Atari;;sprint8;P;1;
sprint8a;Sprint 8 (play tag and chase);Driving;1977;Atari;;sprint8;C;0;Clone
spyhunt;Spy Hunter;Shooter / Driving Vertical;1983;Bally Midway;;spyhunt;P;1;
spyhnt2a;Spy Hunter 2 (rev 1);Shooter / Driving (chase view);1987;Bally Midway;;spyhunt2;C;0;Clone
spyhunt2;Spy Hunter 2 (rev 2);Shooter / Driving (chase view);1987;Bally Midway;;spyhunt2;P;1;
squash;Squash;no_catver;1992;Gaelco;;squash;P;1;
stkclmns;Stack Columns (Japan);Puzzle / Drop;1994;Sega;;stkclmns;P;1;
scross;Stadium Cross (World);Driving / Race (chase view) Bike;1992;Sega;;scross;P;1;
stadhero;Stadium Hero (Japan);Sports / Baseball;1988;Data East Corporation;;stadhero;P;1;
stagger1;Stagger I (Japan);Shooter / Flying Vertical;1998;Afega;;stagger1;P;1;
stakwin;Stakes Winner / Stakes Winner - GI kinzen seihae no michi;Sports / Horse Racing;1995;Saurus;;stakwin;P;1;
stakwin2;Stakes Winner 2;Sports / Horse Racing;1996;Saurus;;stakwin2;P;1;
starcase;Star Castle (Mottoeis);Shooter / Field;1980;Cinematronics (Mottoeis license);;starcas;C;0;Clone
starcas1;Star Castle (older);Shooter / Field;1980;Cinematronics;;starcas;C;0;Clone
starcasp;Star Castle (prototype);Shooter / Field;1980;Cinematronics;;starcas;C;0;Clone
starcas;Star Castle (version 3);Shooter / Field;1980;Cinematronics;;starcas;P;1;
starcrus;Star Cruiser;Shooter / Field;1977;RamTek;;starcrus;P;1;
starfigh;Star Fighter (v1);Uncategorized;1990;SunA;;starfigh;P;1;
starfire;Star Fire (set 1);Shooter / Flying 1st Person;1979;Exidy;;starfire;P;1;
starfira;Star Fire (set 2);Shooter / Flying 1st Person;1979;Exidy;;starfire;C;0;Clone
starforc;Star Force;Shooter / Flying Vertical;1984;Tehkan;;starforc;P;1;
starfore;Star Force (encrypted);Shooter / Flying Vertical;1984;Tehkan;;starforc;C;0;Clone
starglad;Star Gladiator (USA 960627);Uncategorized;1996;Capcom/;;starglad;P;1;
sg2j;Star Gladiator 2 (JAPAN 980316);Uncategorized;1998;Capcom;;sg2j;P;1;
stargrds;Star Guards;Shooter / Field;1987;Bally Midway;;stargrds;P;1;
starhawk;Star Hawk;Shooter / Flying 1st Person;1981;Cinematronics;;starhawk;P;1;
starjack;Star Jacker (Sega);Shooter / Flying Vertical;1983;Sega;;starjack;P;1;
starjacs;Star Jacker (Stern);Shooter / Flying Vertical;1983;Stern;;starjack;C;0;Clone
starswep;Star Sweep (STP1-VER.A);Puzzle;1997;Axela/Namco;;starswep;P;1;
startrek;Star Trek;Shooter / Flying 1st Person;1982;Sega;;startrek;P;1;
starw;Star Wars;Shooter / Gallery;1979;bootleg;;galxwars;C;0;Clone
starwar1;Star Wars (rev 1);Shooter / Flying 1st Person;1983;Atari;;starwars;C;0;Clone
starwars;Star Wars (rev 2);Shooter / Flying 1st Person;1983;Atari;;starwars;P;1;
starblad;Starblade;Shooter / Command;1991;Namco;;starblad;P;1;
stargate;Stargate;Shooter / Flying;1981;Williams;;stargate;P;1;
starshp1;Starship 1;Shooter / Command;1977;Atari;;starshp1;P;1;
starshpp;Starship 1 (prototype[Q]);Shooter / Command;1977;Atari;;starshp1;C;0;Clone
stlforce;Steel Force;Maze / Shooter Large;1994;Electronic Devices Italy / Ecogames S.L. Spain;;stlforce;P;1;
sgunner;Steel Gunner;Lightgun;1990;Namco;;sgunner;P;0;Lightgun
sgunnr2j;Steel Gunner 2 (Japan);Lightgun;1991;Namco;;sgunner2;C;0;Lightgun
sgunner2;Steel Gunner 2 (US);Lightgun;1991;Namco;;sgunner2;P;0;Lightgun
steeltag;Steel Talons (German, rev 2);Shooter / Flying 1st Person;1991;Atari Games;;steeltal;C;0;Clone
steeltap;Steel Talons (prototype);Uncategorized;1991;Atari Games;;steeltal;C;0;Clone
steelta1;Steel Talons (rev 1);Shooter / Flying 1st Person;1991;Atari Games;;steeltal;C;0;Clone
steeltal;Steel Talons (rev 2);Shooter / Flying 1st Person;1991;Atari Games;;steeltal;P;1;
sss;Steep Slope Sliders;Uncategorized;1998;Victor / Cave / Capcom;;sss;P;1;
stellcas;Stellar Castle (Elettronolo);Shooter / Field;1980;bootleg;;starcas;C;0;Clone
stinger;Stinger;Shooter / Flying Horizontal;1983;Seibu Denshi;;stinger;P;1;
stinger2;Stinger (prototype[Q]);Shooter / Flying Horizontal;1983;Seibu Denshi;;stinger;C;0;Clone
stocker;Stocker;Driving;1984;Bally/Sente;;stocker;P;1;
stompin;Stompin';Misc.;1986;Bally/Sente;;stompin;P;1;
stoneba2;Stone Ball (2 Players);Sports;1994;Art and Magic;;stonebal;C;0;Clone
stonebal;Stone Ball (4 Players);Sports;1994;Art and Magic;;stonebal;P;1;
stoneage;Stoneage;Platform / Shooter Scrolling;1991;bootleg;;cninja;C;0;Clone
stmblade;Storm Blade (US);Shooter / Flying Vertical;1996;Visco;;stmblade;P;1;
storming;Storming Party - Riku Kai Kuu Saizensen;Shooter / Misc. Vertical;1986;Taito;;lsasquad;C;0;Clone
sflush;Straight Flush;Ball & Paddle / Breakout;1979;Taito;;sflush;P;1;
stratab1;Strata Bowling (V1);Sports / Bowling;1990;Strata/Incredible Technologies;;stratab;C;0;Clone
stratab;Strata Bowling (V3);Sports / Bowling;1990;Strata/Incredible Technologies;;stratab;P;1;
stratgyx;Strategy X;Shooter / Driving Vertical;1981;Konami;;stratgyx;P;1;
stratgys;Strategy X (Stern);Shooter / Driving Vertical;1981;[Konami] (Stern license);;stratgyx;C;0;Clone
stratvox;Stratovox;Shooter / Gallery;1980;[Sun Electronics] (Taito license);;speakres;C;0;Clone
streakng;Streaking;Maze;1981;Shoei;;streakng;P;1;
stfight;Street Fight (Germany);Shooter / 1st Person;1986;Seibu Kaihatsu;;empcity;C;0;Clone
sftm110;Street Fighter - The Movie (v1.10);Fighter / Versus;1995;Capcom/Incredible Technologies;;sftm;C;0;Clone
sftm111;Street Fighter - The Movie (v1.11);Fighter / Versus;1995;Capcom/Incredible Technologies;;sftm;C;0;Clone
sftm;Street Fighter - The Movie (v1.12);Fighter / Versus;1995;Capcom/Incredible Technologies;;sftm;P;1;
sftmj;Street Fighter - The Movie (v1.12N, Japan);Fighter / Versus;1995;Capcom/Incredible Technologies;;sftm;C;0;Clone
sf1jp;Street Fighter (Japan);Fighter / Versus;1987;Capcom;;sf1;C;0;Clone
sf1p;Street Fighter (prototype);Fighter / Versus;1987;Capcom;;sf1;C;0;Clone
sf1us;Street Fighter (US);Fighter / Versus;1987;Capcom;;sf1;C;1;
sf1;Street Fighter (World);Fighter / Versus;1987;Capcom;;sf1;P;0;US Clone Available
sfa2;Street Fighter Alpha 2 (USA 960306);Fighter / Versus;1996;Capcom;;sfa2;P;1;
sfa3r1;Street Fighter Alpha 3 (USA 980629);Fighter / Versus;1998;Capcom;;sfa3;C;0;Clone
sfa3;Street Fighter Alpha 3 (USA 980904);Fighter / Versus;1998;Capcom;;sfa3;P;1;
sfar2;Street Fighter Alpha: Warriors' Dreams (Euro 950605);Fighter / Versus;1995;Capcom;;sfa;C;0;Clone
sfar1;Street Fighter Alpha: Warriors' Dreams (Euro 950718);Fighter / Versus;1995;Capcom;;sfa;C;0;Clone
sfa;Street Fighter Alpha: Warriors' Dreams (Euro 950727);Fighter / Versus;1995;Capcom;;sfa;P;0;US Clone Available
sfau;Street Fighter Alpha: Warriors' Dreams (USA 950627);Fighter / Versus;1995;Capcom;;sfa;C;1;
sfex;Street Fighter EX (ASIA 961219);Uncategorized;1996;Capcom/Arika;;sfex;P;0;???
sfexj;Street Fighter EX (JAPAN 961130);Uncategorized;1996;Capcom/Arika;;sfex;C;0;Clone
sfex2;Street Fighter EX 2 (JAPAN 980312);Uncategorized;1998;Capcom/Arika;;sfex2;P;0;???
sfex2p;Street Fighter EX 2 Plus (JAPAN 990611);Uncategorized;1999;Capcom/Arika;;sfex2;C;0;Clone
sfexpj;Street Fighter EX Plus (JAPAN 970311);Uncategorized;1997;Capcom/Arika;;sfexp;C;0;Clone
sfexp;Street Fighter EX Plus (USA 970311);Uncategorized;1997;Capcom/Arika;;sfexp;P;1;
sf2accp2;Street Fighter II' - Champion Edition (Accelerator Pt.II);Fighter / Versus;1992;bootleg;;sf2ce;C;0;Clone
sf2cej;Street Fighter II' - Champion Edition (Japan 920513);Fighter / Versus;1992;Capcom;;sf2ce;C;0;Clone
sf2koryu;Street Fighter II' - Champion Edition (Kouryu);Fighter / Versus;1992;bootleg;;sf2ce;C;0;Clone
sf2m1;Street Fighter II' - Champion Edition (M1);Fighter / Versus;1992;bootleg;;sf2ce;C;0;Clone
sf2m2;Street Fighter II' - Champion Edition (M2);Fighter / Versus;1992;bootleg;;sf2ce;C;0;Clone
sf2m3;Street Fighter II' - Champion Edition (M3);Fighter / Versus;1992;bootleg;;sf2ce;C;0;Clone
sf2m4;Street Fighter II' - Champion Edition (M4);Fighter / Versus;1992;bootleg;;sf2ce;C;0;Clone
sf2m5;Street Fighter II' - Champion Edition (M5);Fighter / Versus;1992;bootleg;;sf2ce;C;0;Clone
sf2m6;Street Fighter II' - Champion Edition (M6);Fighter / Versus;1992;bootleg;;sf2ce;C;0;Clone
sf2m7;Street Fighter II' - Champion Edition (M7);Fighter / Versus;1992;bootleg;;sf2ce;C;0;Clone
sf2rb;Street Fighter II' - Champion Edition (Rainbow set 1);Fighter / Versus;1992;bootleg;;sf2ce;C;0;Clone
sf2rb2;Street Fighter II' - Champion Edition (Rainbow set 2);Fighter / Versus;1992;bootleg;;sf2ce;C;0;Clone
sf2red;Street Fighter II' - Champion Edition (Red Wave);Fighter / Versus;1992;bootleg;;sf2ce;C;0;Clone
sf2ceua;Street Fighter II' - Champion Edition (US 920313);Fighter / Versus;1992;Capcom;;sf2ce;C;0;Clone
sf2ceub;Street Fighter II' - Champion Edition (US 920513);Fighter / Versus;1992;Capcom;;sf2ce;C;0;Clone
sf2ceuc;Street Fighter II' - Champion Edition (US 920803);Fighter / Versus;1992;Capcom;;sf2ce;C;1;
sf2ce;Street Fighter II' - Champion Edition (World 920313);Fighter / Versus;1992;Capcom;;sf2ce;P;0;US Clone Available
sf2yyc;Street Fighter II' - Champion Edition (YYC);Fighter / Versus;1992;bootleg;;sf2ce;C;0;Clone
sf2t;Street Fighter II' - Hyper Fighting (US 921209);Fighter / Versus;1992;Capcom;;sf2ce;C;0;Clone
sf2ja;Street Fighter II - The World Warrior (Japan 910214);Fighter / Versus;1991;Capcom;;sf2;C;0;Clone
sf2jc;Street Fighter II - The World Warrior (Japan 910306);Fighter / Versus;1991;Capcom;;sf2;C;0;Clone
sf2j;Street Fighter II - The World Warrior (Japan 911210);Fighter / Versus;1991;Capcom;;sf2;C;0;Clone
sf2ua;Street Fighter II - The World Warrior (US 910206);Fighter / Versus;1991;Capcom;;sf2;C;0;Clone
sf2ub;Street Fighter II - The World Warrior (US 910214);Fighter / Versus;1991;Capcom;;sf2;C;0;Clone
sf2ue;Street Fighter II - The World Warrior (US 910228);Fighter / Versus;1991;Capcom;;sf2;C;0;Clone
sf2ud;Street Fighter II - The World Warrior (US 910318);Fighter / Versus;1991;Capcom;;sf2;C;0;Clone
sf2uf;Street Fighter II - The World Warrior (US 910411);Fighter / Versus;1991;Capcom;;sf2;C;0;Clone
sf2ui;Street Fighter II - The World Warrior (US 910522);Fighter / Versus;1991;Capcom;;sf2;C;0;Clone
sf2uk;Street Fighter II - The World Warrior (US 911101);Fighter / Versus;1991;Capcom;;sf2;C;1;
sf2eb;Street Fighter II - The World Warrior (World 910214);Fighter / Versus;1991;Capcom;;sf2;C;0;Clone
sf2;Street Fighter II - The World Warrior (World 910522);Fighter / Versus;1991;Capcom;;sf2;P;0;US Clone Available
sf2tj;Street Fighter II' Turbo - Hyper Fighting (Japan 921209);Fighter / Versus;1992;Capcom;;sf2ce;C;0;Clone
sf2v004;Street Fighter II! - Champion Edition (V004);Fighter / Versus;1992;bootleg;;sf2ce;C;0;Clone
sfzb;Street Fighter Zero (Brazil 951109);Fighter / Versus;1995;Capcom;;sfa;C;0;Clone
sfzh;Street Fighter Zero (Hispanic 950627);Fighter / Versus;1995;Capcom;;sfa;C;0;Clone
sfzjr2;Street Fighter Zero (Japan 950605);Fighter / Versus;1995;Capcom;;sfa;C;0;Clone
sfzjr1;Street Fighter Zero (Japan 950627);Fighter / Versus;1995;Capcom;;sfa;C;0;Clone
sfzj;Street Fighter Zero (Japan 950727);Fighter / Versus;1995;Capcom;;sfa;C;0;Clone
sfz2a;Street Fighter Zero 2 (Asia 960227);Fighter / Versus;1996;Capcom;;sfa2;C;0;Clone
sfz2br1;Street Fighter Zero 2 (Brazil 960304);Fighter / Versus;1996;Capcom;;sfa2;C;0;Clone
sfz2b;Street Fighter Zero 2 (Brazil 960531);Fighter / Versus;1996;Capcom;;sfa2;C;0;Clone
sfz2j;Street Fighter Zero 2 (Japan 960227);Fighter / Versus;1996;Capcom;;sfa2;C;0;Clone
sfz2aa;Street Fighter Zero 2 Alpha (Asia 960826);Fighter / Versus;1996;Capcom;;sfa2;C;0;Clone
sfz2ab;Street Fighter Zero 2 Alpha (Brazil 960813);Fighter / Versus;1996;Capcom;;sfa2;C;0;Clone
sfz2ah;Street Fighter Zero 2 Alpha (Hispanic 960813);Fighter / Versus;1996;Capcom;;sfa2;C;0;Clone
sfz2aj;Street Fighter Zero 2 Alpha (Japan 960805);Fighter / Versus;1996;Capcom;;sfa2;C;0;Clone
sfz3a;Street Fighter Zero 3 (Asia 980701);Fighter / Versus;1998;Capcom;;sfa3;C;0;Clone
sfz3jr1;Street Fighter Zero 3 (Japan 980629);Fighter / Versus;1998;Capcom;;sfa3;C;0;Clone
sfz3j;Street Fighter Zero 3 (Japan 980727);Fighter / Versus;1998;Capcom;;sfa3;C;0;Clone
sfootbal;Street Football;Sports / Football Amer.;1986;Bally/Sente;;sfootbal;P;1;
strtheat;Street Heat - Cardinal Amusements;Shooter / Driving (chase view);1985;Epos Corporation;;strtheat;P;1;
strhoop;Street Hoop / Street Slam / Dunk Dream;Sports / Basketball;1994;Data East Corporation;;strhoop;P;1;
streetsj;Street Smart (Japan version 1);Beat Em Up;1989;SNK;;streetsm;C;0;Clone
streets1;Street Smart (US version 1);Beat Em Up;1989;SNK;;streetsm;C;0;Clone
streetsm;Street Smart (US version 2);Beat Em Up;1989;SNK;;streetsm;P;1;
streetsw;Street Smart (World version 1);Beat Em Up;1989;SNK;;streetsm;C;0;Clone
mp_sor2;Streets Of Rage II;no_catver;1993;Sega;;mp_sor2;P;0;Console Port
strnskil;Strength and Skill;Sports;1984;Sun Electronics;;strnskil;P;1;
strider;Strider (US set 1);Platform / Fighter Scrolling;1989;Capcom;;strider;P;1;
stridrua;Strider (US set 2);Platform / Fighter Scrolling;1989;Capcom;;strider;C;0;Clone
stridr2a;Strider 2 (ASIA 991213);Uncategorized;1999;Capcom;;strider2;C;0;Clone
strider2;Strider 2 (USA 991213);Uncategorized;1999;Capcom;;strider2;P;1;
striderj;Strider Hiryu (Japan set 1);Platform / Fighter Scrolling;1989;Capcom;;strider;C;0;Clone
stridrja;Strider Hiryu (Japan set 2);Platform / Fighter Scrolling;1989;Capcom;;strider;C;0;Clone
shiryu2;Strider Hiryu 2 (JAPAN 991213);Uncategorized;1999;Capcom;;strider2;C;0;Clone
sbowling;Strike Bowling;Sports / Bowling;1982;Taito Corporation;;sbowling;P;1;
strkforc;Strike Force (rev 1 02-25-91);Shooter / Flying;1991;Midway;;strkforc;P;1;
stg;Strike Gunner S.T.G;Shooter / Flying Vertical;1991;Athena / Tecmo;;stg;P;1;
strkzone;Strike Zone Baseball;Sports / Baseball;1988;Leland Corp.;;strkzone;P;1;
s1945;Strikers 1945;Shooter / Flying Vertical;1995;Psikyo;;s1945;P;1;
s1945j;Strikers 1945 (Japan);Shooter / Flying Vertical;1995;Psikyo;;s1945;C;0;Clone
s1945jn;Strikers 1945 (Japan, unprotected);Shooter / Flying Vertical;1995;Psikyo;;s1945;C;0;Clone
s1945ii;Strikers 1945 II;Shooter / Flying Vertical;1997;Psikyo;;s1945ii;P;1;
s1945iii;Strikers 1945 III (World) - Strikers 1999 (Japan);Shooter / Flying Vertical;1999;Psikyo;;s1945iii;P;1;
s1945p;Strikers 1945 Plus;Shooter / Flying Vertical;1999;Psikyo;;s1945p;P;1;
subhunt;Sub Hunter;Shooter / Gallery;1977;Taito;;depthch;C;0;Clone
subroc3d;Subroc-3D;Shooter / Command;1982;Sega;;subroc3d;P;1;
subs;Subs;Shooter / Field;1977;Atari;;subs;P;1;
suikoenb;Suikoenbu;Uncategorized;1995;Data East;;suikoenb;P;1;
sundance;Sundance;Misc.;1979;Cinematronics;;sundance;P;1;
ssrdrabd;Sunset Riders (Asia 2 Players ver. ABD);Platform / Shooter Scrolling;1991;Konami;;ssriders;C;0;Clone
sunsetbl;Sunset Riders (bootleg 4 Players ver. ADD);Uncategorized;1991;Konami;;ssriders;C;0;Clone
ssrdrjbd;Sunset Riders (Japan 2 Players ver. JBD);Platform / Shooter Scrolling;1991;Konami;;ssriders;C;0;Clone
ssrdrubc;Sunset Riders (US 2 Players ver. UBC);Platform / Shooter Scrolling;1991;Konami;;ssriders;C;0;Clone
ssrdruac;Sunset Riders (US 4 Players ver. UAC);Platform / Shooter Scrolling;1991;Konami;;ssriders;C;0;Clone
ssrdruda;Sunset Riders (US 4 Players ver. UDA);Platform / Shooter Scrolling;1991;Konami;;ssriders;C;0;Clone
ssrdrebc;Sunset Riders (World 2 Players ver. EBC);Platform / Shooter Scrolling;1991;Konami;;ssriders;C;1;
ssrdrebd;Sunset Riders (World 2 Players ver. EBD);Platform / Shooter Scrolling;1991;Konami;;ssriders;C;0;Clone
ssriders;Sunset Riders (World 4 Players ver. EAC);Platform / Shooter Scrolling;1991;Konami;;ssriders;P;0;Player Select Clone Available
sbagman;Super Bagman;Platform / Run Jump;1984;Valadon Automation;;sbagman;P;1;
sbagmans;Super Bagman (Stern);Platform / Run Jump;1984;Valadon Automation (Stern license);;sbagman;C;0;Clone
dblplay;Super Baseball Double Play Home Run Derby;Sports / Baseball;1987;Leland Corp. / Tradewest;;dblplay;P;1;
sbasketu;Super Basketball (not encrypted);Sports / Basketball;1984;Konami;;sbasketb;C;0;Clone
sbasketo;Super Basketball (version E);Sports / Basketball;1984;Konami;;sbasketb;C;0;Clone
sbasketb;Super Basketball (version G);Sports / Basketball;1984;Konami;;sbasketb;P;1;
sbdk;Super Bike (DK conversion);Shooter / Driving Horizontal;1984;Century Electronics;;superbik;C;0;Clone
sbishi;Super Bishi Bashi Championship (ver JAA, 2 Players);no_catver;1998;Konami;;sbishi;P;1;
sbishik;Super Bishi Bashi Championship (ver KAA, 3 Players);no_catver;1998;Konami;;sbishi;C;0;Clone
sboblbob;Super Bobble Bobble;Platform / Run Jump;1986;bootleg;;bublbobl;C;0;Clone
superbon;Super Bond;Maze / Shooter Small;;bootleg;;superbon;P;1;
sbrkout;Super Breakout;Ball & Paddle / Breakout;1978;Atari;;sbrkout;P;1;
superbug;Super Bug;Driving;1977;Atari;;superbug;P;1;
supbtimj;Super Burger Time (Japan);Platform / Run Jump;1990;Data East Corporation;;supbtime;C;0;Clone
supbtime;Super Burger Time (World);Platform / Run Jump;1990;Data East Corporation;;supbtime;P;1;
sbbros;Super Buster Bros. (US);Shooter / Gallery;1990;Mitchell + Capcom;;spang;C;0;Clone
sucasino;Super Casino;Tabletop / Casino;1984;Data Amusement;;sucasino;P;0;Tabletop / Casino
sbasebal;Super Champion Baseball (US);Sports / Baseball;1989;Alpha Denshi Co. (SNK of America license);;sbasebal;P;1;
superchs;Super Chase - Criminal Termination (US);Driving / 1st Person;1992;Taito America Corporation;;superchs;P;1;
scobra;Super Cobra;Shooter / Flying Horizontal;1981;Konami;;scobra;P;1;
scobrab;Super Cobra (bootleg);Shooter / Flying Horizontal;1981;bootleg;;scobra;C;0;Clone
scobrase;Super Cobra (Sega);Shooter / Flying Horizontal;1981;[Konami] (Sega license);;scobra;C;0;Clone
scobras;Super Cobra (Stern);Shooter / Flying Horizontal;1981;[Konami] (Stern license);;scobra;C;0;Clone
scontra;Super Contra;Platform / Shooter Scrolling;1988;Konami;;scontra;P;1;
scontraj;Super Contra (Japan);Platform / Shooter Scrolling;1988;Konami;;scontra;C;0;Clone
sprcros2;Super Cross 2 (Japan);Driving / Race Bike;1986;GM Shoji;;sprcros2;P;1;
scfinals;Super Cup Finals (World);Sports / Soccer;1993;Taito Corporation Japan;;scfinals;P;1;
spdodgeb;Super Dodge Ball (US);Sports / Dodgeball;1987;Technos;;spdodgeb;P;1;
sdodgeb;Super Dodge Ball / Kunio no Nekketsu Toukyuu Densetsu;Sports / Dodgeball;1996;Technos;;sdodgeb;P;1;
